Date,Alipur,Anand Vihar,Ashok Vihar,Aya Nagar,Bawana,Burari Crossing,CRRI Mathura Road,Dr. Karni Singh Shooting Range,DTU,Dwarka-Sector 8,IGI Airport (T3),"IHBAS, Dilshad Garden",ITO,Jahangirpuri,Jawaharlal Nehru Stadium,Lodhi Road,Major Dhyan Chand National Stadium,Mandir Marg,Mundka,Najafgarh,Narela,Nehru Nagar,"North Campus, DU",NSIT Dwarka,Okhla Phase-2,Patparganj,Punjabi Bagh,Pusa,R K Puram,Rohini,Shadipur,Sirifort,Sonia Vihar,Sri Aurobindo Marg,Vivek Vihar,Wazirpur
01-01-2020 00:00,52.7,54.65,48.83,8.63,58.67,39.37,74.6,55.86,109.42,59.47,180.29,66.87,43.94,187.54,92.43,48.77,89.41,65.46,40.41,46.71,63.71,56.29,45.8,37.57,52.41,23.62,106.19,43.82,19.61,31.55,69.11,118.46,44.35,42.79,15.58,39.37
02-01-2020 00:00,53.07,61.22,49.71,8.64,55.55,31.79,78.62,59.02,119.32,71.17,172.24,66.17,50.56,175.03,97.3,49.05,94.62,78.69,43.06,52.61,58.69,66.04,47.35,48.89,56.33,24.09,79.85,51.93,15.31,29.01,54.05,129.56,44.28,46.66,16.21,31.79
03-01-2020 00:00,48.27,46.58,41.4,8.91,52.28,31.22,59.7,42.6,92.29,59.18,106.96,60.2,64.72,182.31,85.43,39.83,72.18,58.19,41.96,39.08,57.76,39.44,57.48,32.76,51.77,20.71,57.22,41.43,8.24,32.07,48.39,104.47,44.11,31.74,13.33,31.22
04-01-2020 00:00,49.91,90.28,59.13,6.22,53.71,30.06,62.94,53.34,54.25,58.56,60.5,80.11,65.8,192.79,83.64,36.92,78.92,60.47333333,38.27,30.63,47.32,54.33,50.77,36.04,70.56,27.56,60.99,69.13,44.08,27.87,78.02,79.32,45.55,36.53,18.52,30.06
05-01-2020 00:00,39.86,68.64,45.1,4.74,38.11,26.26,48.37,48.45,26.64,47.73,37.18,62.33,45.11,179.69,78.7,27.46,69.36,62.75666667,34.65,28.72,39.42,44.95,30.12,33.14,60.46,21.19,56.22,61.86,61.45,22.81,85.65,55.07,40.98,36.17,15.34,26.26
06-01-2020 00:00,41.55,62.24,42.01,6.07,43.64,22.74,62.49,43.76,25.18,53.79,32.56,67.61,48.59,186.53,86.88,33.6,75.22,65.04,35.18,34.27,47.16,48.37,31.92,38.54,56.62,23.67,57.72,49.27,68.21,24.5,87.72,67.85,40.7,48.37,16.39,22.74
07-01-2020 00:00,29.56,41.79,38.37,2.47,43.49,20.17,46.05,25.62,25.18,51.83,11.75,55.85,51.15,185.34,74.99,26.85,61.48,61.87,47.15,38.59,42.12,38.47,31.17,41.46,38.61,18.52,59.64,46.06,48.71,26.65,86.55,42.96,41.33,40.55,12.75,20.17
08-01-2020 00:00,26.37,37.43,32.06,2.02,38.13,13.09,56.1,27.51,20.64,40.8,12.46,46.48,40.95,163.47,56.97,24.17,51.82,42.11,37.9,26.19,36.64,30.03,29.69,31,35.16,15.96,44.4,36.33,39.24,19.26,86.67,35.63,34.16,32.4,9.39,13.09
09-01-2020 00:00,19.81,44.38,29.85,0.76,27.92,10.47,68.36,26.42,20.82,29.18,32.67,37.81,33.96,134.53,42.43,19.31,47.71,36.94,28.08,17.32,31.21,25.26,26.36,26.5,36.71,14.23,37.34,57.215,31.85,12.17,79.97,36.01,25.78,20.75,6.99,10.47
10-01-2020 00:00,30.74,53.81,42.56,3.26,37.19,15.23,90.23,43.17,32.22,45.17,43.92,60.12,28.53,150.52,66.37,28.16,63.87,47.41,38.49,25.06,43.86,56.23,29.23,37.88,53.64,21.6,51.69,78.1,47.62,18.95,83.66,51.16,37.47,35.97,15.43,15.23
11-01-2020 00:00,48.37,70.58,55.49,5.68,43.51,18.64,116.7,49.12,30.52,58.66,55,67.88,21.14,186.83,85.24,33.94,77.55,51.72,48.54,28.75,49.02,52.11,36.85,44.58,59.87,25.35,59.6,52.92,55.86,23.84,84.57,68.12,41.08,38.88,16.77,18.64
12-01-2020 00:00,48.41,73.67,58.19,7.16,53.2,18.76,151.27,55.11,34.21,53.19,82.85,82.34,19.03,210.14,92.74,39.31,81.35,38.72,48.72,32.09,56.41,52.35,43.4,39.25,64.19,26.45,58.71,73.66,65.72,31.1,80.44,89.03,49.95,31.79,20.19,18.76
13-01-2020 00:00,45.63,54.47,43.42,4.97,55.21,13.42,108.74,40.97,39.39,61.55,47.01,69.68,22.21,177.41,94.4,39.64,73.42,68.45,54.73,36.37,61.38,50.02,38.35,42.31,51.14,20.95,62.24,46.95,52.31,34.12,55.61,75.34,49.49,37.27,27.77,13.42
14-01-2020 00:00,28.42,38.74,30.39,2.86,25.73,9.12,70.28,35.96,19.14,41.2,45.57,41.28,17.74,181.3,55.79,23.31,55.93,51.73,30.75,21.01,26.96,31.98,26.03,28.43,42.72,14.18,40.02,64,35.24,12.64,46.95,43.78,29.34,28.17,56.4,9.12
15-01-2020 00:00,32.02,46.55,37.22,4.36,30.91,11.54,77.45,44.07,24.59,61.16,76.73,49.33,21.54,194.84,77.51,27.85,61.97,52.76,36.01,22.75,34.12,38.43,22.84,32.01,50.81,16.06,48.75,82.32,42.73,17.2,53.74,56.68,31.85,41.88,107.09,11.54
